ID,typeName,30DayPrice,30DayVolume,30DayISKVolume,7DayPrice,7DayVolume,7DayISKVolume
13813,Dark Blood Mega Beam Laser,,,,,,
28408,Batch Compressed Pure Jaspet,,,,,,
13815,Dark Blood Mega Pulse Laser,,,,,,
29007,Tracking Speed Disruption Script,,,,,,
28409,Batch Compressed Fiery Kernite,,,,,,
28410,Batch Compressed Kernite,,,,,,
13817,Dark Blood Tachyon Beam Laser,,,,,,
29009,Targeting Range Script,,,,,,
28411,Batch Compressed Luminous Kernite,,,,,,
28412,Batch Compressed Magma Mercoxit,,,,,,
29011,Scan Resolution Script,,,,,,
13819,Dark Blood Quad Beam Laser,,,,,,
28413,Batch Compressed Mercoxit,,,,,,
28414,Batch Compressed Vitreous Mercoxit,,,,,,
29013,Scan Resolution Dampening Script,,,,,,
28415,Batch Compressed Golden Omber,,,,,,
13820,True Sansha Dual Heavy Beam Laser,,,,,,
28416,Batch Compressed Omber,,,,,,
29015,Targeting Range Dampening Script,,,,,,
28417,Batch Compressed Silvery Omber,,,,,,
29026,Insta-Lock,,,,,,
13821,True Sansha Dual Heavy Pulse Laser,,,,,,
28418,Batch Compressed Bright Spodumain,,,,,,
29029,Jump Freighters,,,,,,
28419,Batch Compressed Gleaming Spodumain,,,,,,
29039,Capital Antimatter Reactor Unit,,,,,,
28420,Batch Compressed Spodumain,,,,,,
13822,True Sansha Dual Light Beam Laser,,,,,,
14453,Raysere's Modified Tachyon Beam Laser,,,,,,
29041,Capital Crystalline Carbonide Armor Plate,,,,,,
28421,Batch Compressed Azure Plagioclase,,,,,,
28422,Batch Compressed Plagioclase,,,,,,
29043,Capital Deflection Shield Emitter,,,,,,
13823,True Sansha Dual Light Pulse Laser,,,,,,
28423,Batch Compressed Rich Plagioclase,,,,,,
29045,Capital Electrolytic Capacitor Unit,,,,,,
28424,Batch Compressed Pyroxeres,,,,,,
29047,Capital EM Pulse Generator,,,,,,
13824,True Sansha Focused Medium Beam Laser,,,,,,
28848,Anshar,,,,,,
28425,Batch Compressed Solid Pyroxeres,,,,,,
28426,Batch Compressed Viscous Pyroxeres,,,,,,
29049,Capital Fernite Carbide Composite Armor Plate,,,,,,
28427,Batch Compressed Condensed Scordite,,,,,,
13825,True Sansha Focused Medium Pulse Laser,,,,,,
29051,Capital Fusion Reactor Unit,,,,,,
28428,Batch Compressed Massive Scordite,,,,,,
28429,Batch Compressed Scordite,,,,,,
29053,Capital Fusion Thruster,,,,,,
13826,True Sansha Gatling Pulse Laser,,,,,,
28430,Batch Compressed Concentrated Veldspar,,,,,,
28431,Batch Compressed Dense Veldspar,,,,,,
29055,Capital Gravimetric Sensor Cluster,,,,,,
13827,True Sansha Heavy Beam Laser,,,,,,
28432,Batch Compressed Veldspar,,,,,,
14451,Chelm's Modified Tachyon Beam Laser,,,,,,
29057,Capital Graviton Pulse Generator,,,,,,
28433,Compressed Blue Ice,,,,,,
13828,True Sansha Heavy Pulse Laser,,,,,,
28434,Compressed Clear Icicle,,,,,,
29059,Capital Graviton Reactor Unit,,,,,,
28435,Compressed Dark Glitter,,,,,,
13829,True Sansha Small Focused Beam Laser,,,,,,
28436,Compressed Enriched Clear Icicle,,,,,,
29061,Capital Ion Thruster,,,,,,
28437,Compressed Gelidus,,,,,,
29063,Capital Laser Focusing Crystals,,,,,,
13830,True Sansha Small Focused Pulse Laser,,,,,,
28438,Compressed Glacial Mass,,,,,,
29065,Capital Ladar Sensor Cluster,,,,,,
28439,Compressed Glare Crust,,,,,,
28440,Compressed Krystallos,,,,,,
29067,Capital Linear Shield Emitter,,,,,,
13831,True Sansha Mega Beam Laser,,,,,,
28441,Compressed Pristine White Glaze,,,,,,
13832,True Sansha Mega Pulse Laser,,,,,,
29069,Capital Magnetometric Sensor Cluster,,,,,,
28442,Compressed Smooth Glacial Mass,,,,,,
28443,Compressed Thick Blue Ice,,,,,,
29071,Capital Magpulse Thruster,,,,,,
13833,True Sansha Quad Beam Laser,,,,,,
28444,Compressed White Glaze,,,,,,
28511,Khanid Navy Rocket Launcher,,,,,,
28513,Khanid Navy Torpedo Launcher,,,,,,
28514,Khanid Navy Stasis Webifier,,,,,,
28516,Khanid Navy Warp Disruptor,,,,,,
29073,Capital Nanoelectrical Microprocessor,,,,,,
28518,Khanid Navy Warp Scrambler,,,,,,
28520,Khanid Navy Multispectrum Coating,,,,,,
28522,Khanid Navy EM Armor Hardener,,,,,,
13834,True Sansha Tachyon Beam Laser,,,,,,
28524,Khanid Navy Explosive Armor Hardener,,,,,,
28526,Khanid Navy Kinetic Armor Hardener,,,,,,
13837,Captives,,,,,,
28528,Khanid Navy Thermal Armor Hardener,,,,,,
29075,Capital Nanomechanical Microprocessor,,,,,,
28530,Khanid Navy Cap Recharger,,,,,,
28532,Khanid Navy Capacitor Power Relay,,,,,,
29077,Capital Nuclear Pulse Generator,,,,,,
13856,Nova Javelin Heavy Assault Missile,,,,,,
28534,Khanid Navy Multispectrum Energized Membrane,,,,,,
28536,Khanid Navy Kinetic Energized Membrane,,,,,,
28538,Khanid Navy Explosive Energized Membrane,,,,,,
28540,Khanid Navy EM Energized Membrane,,,,,,
28542,Khanid Navy Thermal Energized Membrane,,,,,,
28544,Khanid Navy Large Armor Repairer,,,,,,
28545,Khanid Navy Large EMP Smartbomb,,,,,,
28547,Khanid Navy Kinetic Coating,,,,,,
28549,Khanid Navy Medium Armor Repairer,,,,,,
28550,Khanid Navy Medium EMP Smartbomb,,,,,,
28552,Khanid Navy Explosive Coating,,,,,,
28554,Khanid Navy EM Coating,,,,,,
28556,Khanid Navy Small Armor Repairer,,,,,,
28557,Khanid Navy Small EMP Smartbomb,,,,,,
28559,Khanid Navy Thermal Coating,,,,,,
28561,Khanid Navy Co-Processor,,,,,,
28846,Nomad,,,,,,
28563,Khanid Navy Ballistic Control System,,,,,,
28609,Heavy Interdiction Cruisers,,,,,,
29079,Capital Nuclear Reactor Unit,,,,,,
28565,Khanid Navy Heavy Assault Missile Launcher,,,,,,
28615,Electronic Attack Ships,,,,,,
28665,Vargur,,,,,,
13864,Shadow Serpentis 125mm Railgun,,,,,,
28617,Banidine,,,,,,
28618,Augumene,,,,,,
28619,Mercium,,,,,,
28620,Lyavite,,,,,,
28621,Pithix,,,,,,
28622,Green Arisite,,,,,,
28623,Oeryl,,,,,,
28624,Geodite,,,,,,
28625,Polygypsum,,,,,,
28626,Zuthrine,,,,,,
28627,Azure Ice,,,,,,
28628,Crystalline Icicle,,,,,,
28629,Gamboge Cytoserocin,,,,,,
28630,Chartreuse Cytoserocin,,,,,,
28667,Marauders,,,,,,
28576,Mining Laser Upgrade II,,,,,,
29081,Capital Oscillator Capacitor Unit,,,,,,
28606,Orca,,,,,,
28646,Covert Cynosural Field Generator I,,,,,,
28668,Nanite Repair Paste,,,,,,
28578,Ice Harvester Upgrade II,,,,,,
29083,Capital Particle Accelerator Unit,,,,,,
28661,Kronos,,,,,,
28670,Synth Blue Pill Booster,,,,,,
28583,Capital Industrial Core I,,,,,,
13865,Dread Guristas 125mm Railgun,,,,,,
28652,Covert Jump Portal Generator I,,,,,,
28672,Synth Crash Booster,,,,,,
29085,Capital Photon Microprocessor,,,,,,
28585,Capital Industrial Reconfiguration,,,,,,
28654,Warp Disruption Field Generator I,,,,,,
28659,Paladin,,,,,,
28674,Synth Drop Booster,,,,,,
29087,Capital Plasma Pulse Generator,,,,,,
13866,Shadow Serpentis 150mm Railgun,,,,,,
28676,Synth Exile Booster,,,,,,
28656,Black Ops,,,,,,
29089,Capital Plasma Thruster,,,,,,
28678,Synth Frentix Booster,,,,,,
28680,Synth Mindflood Booster,,,,,,
13867,Dread Guristas 150mm Railgun,,,,,,
29091,Capital Pulse Shield Emitter,,,,,,
28682,Synth X-Instinct Booster,,,,,,
14449,Selynne's Modified Tachyon Beam Laser,,,,,,
28684,Synth Sooth Sayer Booster,,,,,,
29093,Capital Quantum Microprocessor,,,,,,
13868,Shadow Serpentis 200mm Railgun,,,,,,
28686,Pure Synth Blue Pill Booster,,,,,,
29095,Capital Radar Sensor Cluster,,,,,,
28687,Pure Synth Crash Booster,,,,,,
28688,Pure Synth Drop Booster,,,,,,
13870,Dread Guristas 200mm Railgun,,,,,,
29097,Capital Scalar Capacitor Unit,,,,,,
28689,Pure Synth Exile Booster,,,,,,
29099,Capital Superconductor Rails,,,,,,
28690,Pure Synth Frentix Booster,,,,,,
13872,Shadow Serpentis 250mm Railgun,,,,,,
28691,Pure Synth Mindflood Booster,,,,,,
29101,Capital Sustained Shield Emitter,,,,,,
28692,Pure Synth Sooth Sayer Booster,,,,,,
13873,Dread Guristas 250mm Railgun,,,,,,
29103,Capital Tesseract Capacitor Unit,,,,,,
28693,Pure Synth X-Instinct Booster,,,,,,
29105,Capital Thermonuclear Trigger Unit,,,,,,
28694,Amber Mykoserocin,,,,,,
13874,Shadow Serpentis 350mm Railgun,,,,,,
28695,Azure Mykoserocin,,,,,,
29107,Capital Titanium Diborite Armor Plate,,,,,,
28696,Celadon Mykoserocin,,,,,,
28697,Golden Mykoserocin,,,,,,
13876,Dread Guristas 350mm Railgun,,,,,,
29109,Capital Tungsten Carbide Armor Plate,,,,,,
28844,Rhea,,,,,,
28698,Lime Mykoserocin,,,,,,
29137,Caldari Traitor's DNA,,,,,,
29148,Corpse Female,,,,,,
29150,Encrypted Ship Log,,,,,,
29162,Privateer Commander's Head,,,,,,
29185,Tactical Information I,,,,,,
29186,Tactical Information II,,,,,,
29187,Tactical Information III,,,,,,
29188,Tactical Information IV,,,,,,
29191,Survivor,,,,,,
29193,Electronic Effect Beacon,,,,,,
29202,Modified Augumene Antidote,,,,,,
29203,Minmatar DNA,,,,,,
29205,Corporations for the Rest of Us,,,,,,
29206,Device,,,,,,
29211,Faulty Suntendi Virtu-Real Implant,,,,,,
29216,Heiress,,,,,,
29217,Hard Currency,,,,,,
29219,Miniature Slaver,,,,,,
29226,Basic Robotics,,,,,,
29229,Amarr Diplomat,,,,,,
29246,Corpse of Enlil Bel,,,,,,
28699,Malachite Mykoserocin,,,,,,
29248,Magnate,,,,,,
13878,Shadow Serpentis 425mm Railgun,,,,,,
28710,Golem,,,,,,
28729,Legion Magnetometric ECM,,,,,,
28700,Vermillion Mykoserocin,,,,,,
29253,Political Envoy,,,,,,
29263,Geeral Tash-Murkon,,,,,,
28731,Legion Multispectral ECM,,,,,,
28701,Viridian Mykoserocin,,,,,,
29266,Apotheosis,,,,,,
29269,Major's Son,,,,,,
29272,Air Show Entrance Badge,,,,,,
29278,Physical Samples,,,,,,
29283,Troubled Miner,,,,,,
29284,Central Data Core,,,,,,
29285,Insorum Components,,,,,,
29294,Smugglers,,,,,,
29321,Broken Mining Equipment,,,,,,
13879,Dread Guristas 425mm Railgun,,,,,,
28733,Legion Ladar ECM,,,,,,
29336,Scythe Fleet Issue,,,,,,
28735,Legion Gravimetric ECM,,,,,,
29337,Augoror Navy Issue,,,,,,
28737,Legion Radar ECM,,,,,,
29340,Osprey Navy Issue,,,,,,
13880,Shadow Serpentis Dual 150mm Railgun,,,,,,
28739,Thukker Power Diagnostic System,,,,,,
29344,Exequror Navy Issue,,,,,,
29439,Admiral Meledier,,,,,,
29447,Gallente Politician,,,,,,
29464,Runaway Daughter,,,,,,
29470,Starcakes,,,,,,
29471,Ancient Painblade,,,,,,
29472,Ceremonial Brush,,,,,,
29473,Medicinal Herbs,,,,,,
29474,Singing Staff,,,,,,
29475,Intaki Clackers,,,,,,
29476,Folkloric Painting,,,,,,
29477,Number Box,,,,,,
29478,Traditional Board Game,,,,,,
29479,Firecrackers,,,,,,
29480,Antique Vheriokor Statue,,,,,,
29481,Ghalen Pastries,,,,,,
29482,Ghalen Dumplings,,,,,,
29483,Zydrine Wine,,,,,,
29484,Zydrine Burn,,,,,,
29485,Kuashi,,,,,,
29489,Fugitive Slaves,,,,,,
29504,OP Insecticide,,,,,,
29531,Old Map,,,,,,
29607,Gallentean Viral Agent,,,,,,
28740,Thukker Micro Auxiliary Power Core,,,,,,
29613,Large Ship Assembly Array,,,,,,
29614,Brutor Workers,,,,,,
28742,Thukker Small Shield Extender,,,,,,
29616,Guristas Nova XL Torpedo,,,,,,
13881,Dread Guristas Dual 150mm Railgun,,,,,,
28744,Thukker Large Shield Extender,,,,,,
29618,Guristas Inferno XL Torpedo,,,,,,
28746,Thukker Medium Shield Extender,,,,,,
28748,ORE Deep Core Mining Laser,,,,,,
29620,Guristas Scourge XL Torpedo,,,,,,
28750,ORE Miner,,,,,,
13882,Shadow Serpentis Dual 250mm Railgun,,,,,,
28752,ORE Ice Harvester,,,,,,
29622,Guristas Mjolnir XL Torpedo,,,,,,
28754,ORE Strip Miner,,,,,,
29637,Industrial Command Ships,,,,,,
28756,Sisters Expanded Probe Launcher,,,,,,
29659,Unrefined Fluxed Condensates,,,,,,
29660,Unrefined Dysporite,,,,,,
29661,Unrefined Neo Mercurite,,,,,,
29662,Unrefined Prometium,,,,,,
13883,Dread Guristas Dual 250mm Railgun,,,,,,
28758,Sisters Core Probe Launcher,,,,,,
29663,Unrefined Ferrofluid,,,,,,
28770,Syndicate Mobile Large Warp Disruptor,,,,,,
29664,Unrefined Hyperflurite,,,,,,
28772,Syndicate Mobile Medium Warp Disruptor,,,,,,
29932,Sareko's Capsule,,,,,,
29933,Victor Emblem,,,,,,
29934,Splinter Bodyguard,,,,,,
29935,Cartel Holovids,,,,,,
29936,Accounting Records,,,,,,
29937,Inquest Drone,,,,,,
29938,Cipher Router,,,,,,
29939,Ottin Holoreels Case,,,,,,
29940,Advisory Notes,,,,,,
29941,Dysfunctional Fluid Router,,,,,,
29942,Research Data Fragment,,,,,,
29943,Demographic Analyses,,,,,,
29944,Ardorele Heirloom,,,,,,
29945,Network Decryption Analyzer,,,,,,
29946,Ekala's Design Documents,,,,,,
29947,Enigmatic Reports,,,,,,
29948,Insorum Booster Prototype,,,,,,
29949,SARO Emblem,,,,,,
29950,Customs Patrol Schedule,,,,,,
29951,DisX Stash,,,,,,
29952,Rebellion Cache,,,,,,
29953,PDW-09FX Data Shell,,,,,,
29954,PDW-09FX Tactical Subroutines,,,,,,
29955,Address #298 Audio Fragment,,,,,,
28774,Syndicate Mobile Small Warp Disruptor,,,,,,
29984,Tengu,,,,,,
29986,Legion,,,,,,
28776,Syndicate Reactor Control Unit,,,,,,
29988,Proteus,,,,,,
14447,Vizan's Modified Mega Pulse Laser,,,,,,
28778,Syndicate 100mm Steel Plates,,,,,,
29990,Loki,,,,,,
13884,Shadow Serpentis Heavy Electron Blaster,,,,,,
28807,Mid-grade Harvest Omega,,,,,,
28780,Syndicate 1600mm Steel Plates,,,,,,
28808,Mid-grade Virtue Alpha,,,,,,
29992,Optimized Nano-Engines,,,,,,
28809,Mid-grade Virtue Beta,,,,,,
28782,Syndicate 200mm Steel Plates,,,,,,
28814,Mid-grade Edge Alpha,,,,,,
28810,Mid-grade Virtue Delta,,,,,,
28813,Mid-grade Virtue Omega,,,,,,
28811,Mid-grade Virtue Epsilon,,,,,,
28815,Mid-grade Edge Beta,,,,,,
28816,Mid-grade Edge Delta,,,,,,
28817,Mid-grade Edge Epsilon,,,,,,
28784,Syndicate 400mm Steel Plates,,,,,,
28827,Encrypted Data Crystals,,,,,,
28828,Quafe Unleashed formula,,,,,,
28829,Ancient Amarrian Relic,,,,,,
28830,Brutor Tribe Roster,,,,,,
28832,Stranded Pilot,,,,,,
28833,Ishukone Corporate Records,,,,,,
28834,Federation Court Logs,,,,,,
28835,Professor Kajurei Delainen,,,,,,
28836,Letters of Bishop Dalamaid,,,,,,
28837,Achuran White Song Birds,,,,,,
28838,Armor of Rouvenor,,,,,,
28818,Mid-grade Edge Gamma,,,,,,
13885,Shadow Serpentis Heavy Ion Blaster,,,,,,
28819,Mid-grade Edge Omega,,,,,,
28796,Mid-grade Nomad Alpha,,,,,,
28812,Mid-grade Virtue Gamma,,,,,,
28795,Mid-grade Centurion Omega,,,,,,
28805,Mid-grade Harvest Epsilon,,,,,,
28806,Mid-grade Harvest Gamma,,,,,,
29994,Warfare Computation Core,,,,,,
28797,Mid-grade Nomad Beta,,,,,,
28840,Magic Crystal Ball,,,,,,
28786,Syndicate 800mm Steel Plates,,,,,,
28842,Amarr Sympathizer,,,,,,
28843,Altered Datacore - Mechanical Engineering,,,,,,
28798,Mid-grade Nomad Delta,,,,,,
28801,Mid-grade Nomad Omega,,,,,,
28802,Mid-grade Harvest Alpha,,,,,,
28799,Mid-grade Nomad Epsilon,,,,,,
28788,Syndicate Gas Cloud Scoop,,,,,,
28804,Mid-grade Harvest Delta,,,,,,
28803,Mid-grade Harvest Beta,,,,,,
28794,Mid-grade Centurion Gamma,,,,,,
28800,Mid-grade Nomad Gamma,,,,,,
28790,Mid-grade Centurion Alpha,,,,,,
28793,Mid-grade Centurion Epsilon,,,,,,
28791,Mid-grade Centurion Beta,,,,,,
28792,Mid-grade Centurion Delta,,,,,,
29996,Emergent Neurovisual Interface,,,,,,
13886,Shadow Serpentis Light Electron Blaster,,,,,,
30002,Fullerene Intercalated Sheets,,,,,,
13887,Shadow Serpentis Light Ion Blaster,,,,,,
30008,Reinforced Metallofullerene Alloys,,,,,,
13888,Shadow Serpentis Light Neutron Blaster,,,,,,
30013,Core Scanner Probe I,,,,,,
13889,Shadow Serpentis Electron Blaster Cannon,,,,,,
30018,Fused Nanomechanical Engines,,,,,,
30019,Powdered C-540 Graphite,,,,,,
30021,Modified Fluid Router,,,,,,
13890,Shadow Serpentis Ion Blaster Cannon,,,,,,
30022,Heuristic Selfassemblers,,,,,,
13891,Shadow Serpentis Neutron Blaster Cannon,,,,,,
30024,Cartesian Temporal Coordinator,,,,,,
30028,Combat Scanner Probe I,,,,,,
13892,Shadow Serpentis Heavy Neutron Blaster,,,,,,
30182,Serpentis Informant,,,,,,
30187,Intact Thruster Sections,,,,,,
30222,Melted Snowball CX,,,,,,
30221,Melted Snowball CXIV,,,,,,
30248,Emergent Combat Analyzer,,,,,,
13893,Dread Guristas 75mm Railgun,,,,,,
30251,Neurovisual Input Matrix,,,,,,
30252,Thermoelectric Catalysts,,,,,,
30254,Electromechanical Hull Sheeting,,,,,,
13894,Shadow Serpentis 75mm Railgun,,,,,,
30258,Resonance Calibration Matrix,,,,,,
30259,Melted Nanoribbons,,,,,,
13918,Korrani's DNA,,,,,,
30268,Jump Drive Control Nexus,,,,,,
13919,Domination Rapid Light Missile Launcher,,,,,,
30269,Defensive Control Node,,,,,,
13920,Dread Guristas Rapid Light Missile Launcher,,,,,,
30270,Central System Controller,,,,,,
13921,Domination Heavy Missile Launcher,,,,,,
30271,Emergent Combat Intelligence,,,,,,
13922,Dread Guristas Heavy Missile Launcher,,,,,,
30303,Fulleroferrocene,,,,,,
30304,PPD Fullerene Fibers,,,,,,
13923,Domination Torpedo Launcher,,,,,,
30305,Fullerene Intercalated Graphite,,,,,,
13924,Dread Guristas Torpedo Launcher,,,,,,
30306,Methanofullerene,,,,,,
13925,Domination Light Missile Launcher,,,,,,
30307,Lanthanum Metallofullerene,,,,,,
30308,Scandium Metallofullerene,,,,,,
13926,Dread Guristas Light Missile Launcher,,,,,,
30309,Graphene Nanoribbons,,,,,,
14445,Brokara's Modified Mega Pulse Laser,,,,,,
30310,Carbon-86 Epoxy Resin,,,,,,
13927,Domination Cruise Missile Launcher,,,,,,
30311,C3-FTM Acid,,,,,,
30324,Defensive Subsystem Technology,,,,,,
13929,Dread Guristas Cruise Missile Launcher,,,,,,
30325,Core Subsystem Technology,,,,,,
30327,Offensive Subsystem Technology,,,,,,
13931,Domination Rocket Launcher,,,,,,
30328,Civilian Stasis Webifier,,,,,,
30342,Civilian Thermal Shield Hardener,,,,,,
13933,Dread Guristas Rocket Launcher,,,,,,
30370,Fullerite-C50,,,,,,
30371,Fullerite-C60,,,,,,
13935,Domination Ballistic Control System,,,,,,
30372,Fullerite-C70,,,,,,
13937,Dread Guristas Ballistic Control System,,,,,,
30373,Fullerite-C72,,,,,,
13939,Domination Gyrostabilizer,,,,,,
30374,Fullerite-C84,,,,,,
13941,Dark Blood Heat Sink,,,,,,
30375,Fullerite-C28,,,,,,
13943,True Sansha Heat Sink,,,,,,
30376,Fullerite-C32,,,,,,
30377,Fullerite-C320,,,,,,
13945,Shadow Serpentis Magnetic Field Stabilizer,,,,,,
30378,Fullerite-C540,,,,,,
30382,Amarr Subsystems Data Interface,,,,,,
30383,Caldari Subsystems Data Interface,,,,,,
30384,Minmatar Subsystems Data Interface,,,,,,
30385,Gallente Subsystems Data Interface,,,,,,
30386,R.Db.- Hybrid Technology,,,,,,
30389,Subsystem Assembly Array,,,,,,
30391,Omni Effect Beacon,,,,,,
13947,Dread Guristas Large Shield Booster,,,,,,
30420,Civilian EM Shield Hardener,,,,,,
30422,Civilian Explosive Shield Hardener,,,,,,
13948,Domination Large Shield Booster,,,,,,
30424,Civilian Kinetic Shield Hardener,,,,,,
30464,Metallofullerene Plating,,,,,,
13949,Dread Guristas Medium Shield Booster,,,,,,
30466,Electromechanical Interface Nexus,,,,,,
13950,Domination Medium Shield Booster,,,,,,
30470,Neurovisual Output Analyzer,,,,,,
13951,Dread Guristas Small Shield Booster,,,,,,
30474,Nanowire Composites,,,,,,
13952,Domination Small Shield Booster,,,,,,
30476,Fulleroferrocene Power Conduits,,,,,,
13953,Dread Guristas X-Large Shield Booster,,,,,,
13954,Domination X-Large Shield Booster,,,,,,
30478,Reconfigured Subspace Calibrator,,,,,,
13955,Domination Large Armor Repairer,,,,,,
30486,Sisters Combat Scanner Probe,,,,,,
13956,True Sansha Large Armor Repairer,,,,,,
30488,Sisters Core Scanner Probe,,,,,,
30497,Reinforced Metal Scraps,,,,,,
13957,Dark Blood Large Armor Repairer,,,,,,
30532,Amarr Defensive Systems,,,,,,
30537,Amarr Offensive Systems,,,,,,
13958,Domination Medium Armor Repairer,,,,,,
14443,Ahremen's Modified Mega Pulse Laser,,,,,,
30538,Amarr Propulsion Systems,,,,,,
13959,True Sansha Medium Armor Repairer,,,,,,
30539,Amarr Core Systems,,,,,,
30540,Gallente Defensive Systems,,,,,,
13960,Dark Blood Medium Armor Repairer,,,,,,
13962,Domination Small Armor Repairer,,,,,,
30544,Caldari Defensive Systems,,,,,,
30545,Minmatar Defensive Systems,,,,,,
13963,True Sansha Small Armor Repairer,,,,,,
30546,Gallente Core Systems,,,,,,
30547,Minmatar Core Systems,,,,,,
13964,Dark Blood Small Armor Repairer,,,,,,
30548,Caldari Core Systems,,,,,,
30549,Caldari Offensive Systems,,,,,,
13965,Dread Guristas EM Shield Hardener,,,,,,
30550,Gallente Offensive Systems,,,,,,
30551,Minmatar Offensive Systems,,,,,,
30552,Caldari Propulsion Systems,,,,,,
13966,Dread Guristas Thermal Shield Hardener,,,,,,
30553,Gallente Propulsion Systems,,,,,,
30554,Minmatar Propulsion Systems,,,,,,
13967,Dread Guristas Explosive Shield Hardener,,,,,,
30558,Malfunctioning Thruster Sections,,,,,,
30562,Wrecked Thruster Sections,,,,,,
30582,Intact Power Cores,,,,,,
13969,Dread Guristas Multispectrum Shield Hardener,,,,,,
13968,Dread Guristas Kinetic Shield Hardener,,,,,,
30586,Malfunctioning Power Cores,,,,,,
30588,Wrecked Power Cores,,,,,,
13970,True Sansha EM Armor Hardener,,,,,,
30614,Intact Armor Nanobot,,,,,,
30615,Malfunctioning Armor Nanobot,,,,,,
13972,Dark Blood EM Armor Hardener,,,,,,
30618,Wrecked Armor Nanobot,,,,,,
30628,Intact Weapon Subroutines,,,,,,
30632,Malfunctioning Weapon Subroutines,,,,,,
13974,True Sansha Explosive Armor Hardener,,,,,,
30633,Wrecked Weapon Subroutines,,,,,,
30650,Amarr Strategic Cruiser,,,,,,
13976,Dark Blood Explosive Armor Hardener,,,,,,
30651,Caldari Strategic Cruiser,,,,,,
30652,Gallente Strategic Cruiser,,,,,,
30653,Minmatar Strategic Cruiser,,,,,,
13978,True Sansha Kinetic Armor Hardener,,,,,,
30655,Hybrid Polymer Silo,,,,,,
30656,Polymer Reactor Array,,,,,,
30716,Tahaki Karin,,,,,,
30719,Kritsan Parthus,,,,,,
13980,Dark Blood Kinetic Armor Hardener,,,,,,
30744,Neural Network Analyzer,,,,,,
30745,Sleeper Data Library,,,,,,
30746,Ancient Coordinates Database,,,,,,
13982,True Sansha Thermal Armor Hardener,,,,,,
30747,Sleeper Drone AI Nexus,,,,,,
30752,Intact Hull Section,,,,,,
14441,Tairei's Modified Mega Pulse Laser,,,,,,
13984,Dark Blood Thermal Armor Hardener,,,,,,
30753,Malfunctioning Hull Section,,,,,,
30754,Wrecked Hull Section,,,,,,
30755,Strange Datacore,,,,,,
30756,Red,,,,,,
30757,"Nebben Centrien, Janitor",,,,,,
30759,Chef Aubrei Azil,,,,,,
30761,Doctor Luija Elban,,,,,,
30768,A Lot of Money,,,,,,
30774,Engineer Tahaki Karin,,,,,,
30776,Mizara's Doll,,,,,,
30778,Mysterious Statuette,,,,,,
30780,Strange Coded Document,,,,,,
30782,Corrupted Drone Components,,,,,,
30784,Dr. Castille's Data Core (Property of CreoDron),,,,,,
30788,Propulsion Subsystem Technology,,,,,,
30794,Farming Supplies,,,,,,
30804,Lieutenant Kirus,,,,,,
30809,Wolf Burgan's Body Double,,,,,,
30810,Wolf Burgan's DNA,,,,,,
30811,Drone Tracking Data,,,,,,
30812,Corin Risia,,,,,,
30814,FR Personnel,,,,,,
30816,Medical Supplies,,,,,,
30826,Altered Identity Records,,,,,,
30827,Dagan,,,,,,
13986,Domination EM Armor Hardener,,,,,,
30832,Relic Analyzer II,,,,,,
30844,Class 1 Pulsar Effects,,,,,,
30845,Class 1 Black Hole Effects,,,,,,
30846,Class 1 Cataclysmic Variable Effects,,,,,,
30847,Class 1 Magnetar Effects,,,,,,
30848,Class 1 Red Giant Effects,,,,,,
30849,Class 1 Wolf Rayet Effects,,,,,,
30850,Class 2 Black Hole Effects,,,,,,
30851,Class 3 Black Hole Effects,,,,,,
30852,Class 4 Black Hole Effects,,,,,,
30853,Class 5 Black Hole Effects,,,,,,
30854,Class 6 Black Hole Effects,,,,,,
30860,Class 2 Magnetar Effects,,,,,,
30861,Class 3 Magnetar Effects,,,,,,
30862,Class 4 Magnetar Effects,,,,,,
30863,Class 5 Magnetar Effects,,,,,,
30864,Class 6 Magnetar Effects,,,,,,
30865,Class 2 Pulsar Effects,,,,,,
30866,Class 3 Pulsar Effects,,,,,,
30867,Class 4 Pulsar Effects,,,,,,
30868,Class 5 Pulsar Effects,,,,,,
30869,Class 6 Pulsar Effects,,,,,,
30870,Class 2 Red Giant Effects,,,,,,
30871,Class 3 Red Giant Effects,,,,,,
30872,Class 4 Red Giant Effects,,,,,,
30873,Class 5 Red Giant Effects,,,,,,
30874,Class 6 Red Giant Effects,,,,,,
30875,Class 2 Wolf Rayet Effects,,,,,,
30876,Class 3 Wolf Rayet Effects,,,,,,
30877,Class 4 Wolf Rayet Effects,,,,,,
30878,Class 5 Wolf Rayet Effects,,,,,,
30879,Class 6 Wolf Rayet Effects,,,,,,
30880,Class 2 Cataclysmic Variable Effects,,,,,,
30881,Class 3 Cataclysmic Variable Effects,,,,,,
30882,Class 6 Cataclysmic Variable Effects,,,,,,
30883,Class 5 Cataclysmic Variable Effects,,,,,,
30884,Class 4 Cataclysmic Variable Effects,,,,,,
30906,Letter of Recommendation,,,,,,
30907,Smuggler's Warning About Sister Alitura,,,,,,
30951,Verification Key,,,,,,
30952,Dossier - Author Unknown,,,,,,
30954,Hyasyoda Captain,,,,,,
30955,S.I Formula Sheet,,,,,,
30964,CPF.HYA LogInt Facility POI-26: Data Cache,,,,,,
30966,NOH Signal Operators,,,,,,
30967,Questionable Cargo,,,,,,
30968,CPF Security Personnel,,,,,,
